model,prompt_type,prompt_index,split,Category,TP,FP,FN,P,R,F0.5
stabilityai/StableBeluga2,2-shot,2,wibea-dev,U:OTHER,20,335,65,0.0563,0.2353,0.0664
stabilityai/StableBeluga2,2-shot,2,wibea-dev,U:PART,3,5,6,0.375,0.3333,0.3659
stabilityai/StableBeluga2,2-shot,2,wibea-dev,U:PREP,49,88,47,0.3577,0.5104,0.3804
stabilityai/StableBeluga2,2-shot,2,wibea-dev,U:PRON,25,49,19,0.3378,0.5682,0.3676
stabilityai/StableBeluga2,2-shot,2,wibea-dev,U:PUNCT,46,108,51,0.2987,0.4742,0.3226
stabilityai/StableBeluga2,2-shot,2,wibea-dev,U:VERB,21,28,23,0.4286,0.4773,0.4375
stabilityai/StableBeluga2,2-shot,2,wibea-dev,U:VERB:FORM,5,21,4,0.1923,0.5556,0.2212
stabilityai/StableBeluga2,2-shot,2,wibea-dev,U:VERB:TENSE,21,35,22,0.375,0.4884,0.3933
stabilityai/StableBeluga2,2-shot,3,wibea-dev,M:ADJ,4,15,15,0.2105,0.2105,0.2105
stabilityai/StableBeluga2,2-shot,3,wibea-dev,M:ADV,9,32,23,0.2195,0.2812,0.2296
stabilityai/StableBeluga2,2-shot,3,wibea-dev,M:CONJ,8,56,15,0.125,0.3478,0.1434
stabilityai/StableBeluga2,2-shot,3,wibea-dev,M:CONTR,1,0,1,1.0,0.5,0.8333
stabilityai/StableBeluga2,2-shot,3,wibea-dev,M:DET,224,122,140,0.6474,0.6154,0.6407
stabilityai/StableBeluga2,2-shot,3,wibea-dev,M:NOUN,6,41,40,0.1277,0.1304,0.1282
stabilityai/StableBeluga2,2-shot,3,wibea-dev,M:NOUN:POSS,12,6,12,0.6667,0.5,0.625
stabilityai/StableBeluga2,2-shot,3,wibea-dev,M:OTHER,29,180,129,0.1388,0.1835,0.1459
stabilityai/StableBeluga2,2-shot,3,wibea-dev,M:PART,4,5,7,0.4444,0.3636,0.4255
stabilityai/StableBeluga2,2-shot,3,wibea-dev,M:PREP,74,113,70,0.3957,0.5139,0.4148
stabilityai/StableBeluga2,2-shot,3,wibea-dev,M:PRON,22,25,34,0.4681,0.3929,0.4508
stabilityai/StableBeluga2,2-shot,3,wibea-dev,M:PUNCT,674,876,417,0.4348,0.6178,0.4622
stabilityai/StableBeluga2,2-shot,3,wibea-dev,M:VERB,24,45,32,0.3478,0.4286,0.3614
stabilityai/StableBeluga2,2-shot,3,wibea-dev,M:VERB:FORM,19,11,2,0.6333,0.9048,0.6738
stabilityai/StableBeluga2,2-shot,3,wibea-dev,M:VERB:TENSE,21,28,40,0.4286,0.3443,0.4086
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:ADJ,21,63,59,0.25,0.2625,0.2524
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:ADJ:FORM,11,5,5,0.6875,0.6875,0.6875
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:ADV,11,39,47,0.22,0.1897,0.2132
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:CONJ,0,5,8,0.0,0.0,0.0
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:CONTR,11,27,9,0.2895,0.55,0.3198
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:DET,70,122,92,0.3646,0.4321,0.3763
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:MORPH,106,180,75,0.3706,0.5856,0.4
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:NOUN,67,150,212,0.3088,0.2401,0.2921
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:NOUN:INFL,9,1,2,0.9,0.8182,0.8824
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:NOUN:NUM,184,125,85,0.5955,0.684,0.6113
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:NOUN:POSS,21,22,7,0.4884,0.75,0.525
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:ORTH,226,149,98,0.6027,0.6975,0.6195
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:OTHER,231,585,517,0.2831,0.3088,0.2879
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:PART,22,22,21,0.5,0.5116,0.5023
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:PREP,225,250,280,0.4737,0.4455,0.4678
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:PRON,27,80,30,0.2523,0.4737,0.2784
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:PUNCT,103,121,191,0.4598,0.3503,0.4328
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:SPELL,351,115,51,0.7532,0.8731,0.7745
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:VERB,63,147,270,0.3,0.1892,0.2685
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:VERB:FORM,125,158,81,0.4417,0.6068,0.4671
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:VERB:INFL,4,2,2,0.6667,0.6667,0.6667
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:VERB:SVA,111,82,35,0.5751,0.7603,0.6046
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:VERB:TENSE,154,141,216,0.522,0.4162,0.4968
stabilityai/StableBeluga2,2-shot,3,wibea-dev,R:WO,30,68,58,0.3061,0.3409,0.3125
stabilityai/StableBeluga2,2-shot,3,wibea-dev,U:ADJ,4,4,10,0.5,0.2857,0.4348
stabilityai/StableBeluga2,2-shot,3,wibea-dev,U:ADV,10,30,31,0.25,0.2439,0.2488
stabilityai/StableBeluga2,2-shot,3,wibea-dev,U:CONJ,2,20,7,0.0909,0.2222,0.1031
stabilityai/StableBeluga2,2-shot,3,wibea-dev,U:CONTR,6,6,2,0.5,0.75,0.5357
stabilityai/StableBeluga2,2-shot,3,wibea-dev,U:DET,146,135,112,0.5196,0.5659,0.5282
stabilityai/StableBeluga2,2-shot,3,wibea-dev,U:NOUN,10,51,38,0.1639,0.2083,0.1712
stabilityai/StableBeluga2,2-shot,3,wibea-dev,U:NOUN:POSS,4,1,4,0.8,0.5,0.7143
stabilityai/StableBeluga2,2-shot,3,wibea-dev,U:OTHER,21,851,64,0.0241,0.2471,0.0294
stabilityai/StableBeluga2,2-shot,3,wibea-dev,U:PART,3,5,6,0.375,0.3333,0.3659
stabilityai/StableBeluga2,2-shot,3,wibea-dev,U:PREP,51,93,45,0.3542,0.5312,0.3795
stabilityai/StableBeluga2,2-shot,3,wibea-dev,U:PRON,25,43,19,0.3676,0.5682,0.3956
stabilityai/StableBeluga2,2-shot,3,wibea-dev,U:PUNCT,46,114,51,0.2875,0.4742,0.3121
stabilityai/StableBeluga2,2-shot,3,wibea-dev,U:VERB,19,27,25,0.413,0.4318,0.4167
stabilityai/StableBeluga2,2-shot,3,wibea-dev,U:VERB:FORM,3,19,6,0.1364,0.3333,0.1546
stabilityai/StableBeluga2,2-shot,3,wibea-dev,U:VERB:TENSE,23,31,20,0.4259,0.5349,0.444
stabilityai/StableBeluga2,3-shot,1,wibea-dev,M:ADJ,4,17,15,0.1905,0.2105,0.1942
stabilityai/StableBeluga2,3-shot,1,wibea-dev,M:ADV,6,43,26,0.1224,0.1875,0.1316
stabilityai/StableBeluga2,3-shot,1,wibea-dev,M:CONJ,7,64,16,0.0986,0.3043,0.114
stabilityai/StableBeluga2,3-shot,1,wibea-dev,M:CONTR,0,0,2,1.0,0.0,0.0
stabilityai/StableBeluga2,3-shot,1,wibea-dev,M:DET,231,134,133,0.6329,0.6346,0.6332
stabilityai/StableBeluga2,3-shot,1,wibea-dev,M:NOUN,6,41,40,0.1277,0.1304,0.1282
stabilityai/StableBeluga2,3-shot,1,wibea-dev,M:NOUN:POSS,12,8,12,0.6,0.5,0.5769
stabilityai/StableBeluga2,3-shot,1,wibea-dev,M:OTHER,30,371,128,0.0748,0.1899,0.0851
stabilityai/StableBeluga2,3-shot,1,wibea-dev,M:PART,4,6,7,0.4,0.3636,0.3922
stabilityai/StableBeluga2,3-shot,1,wibea-dev,M:PREP,77,128,67,0.3756,0.5347,0.3994
stabilityai/StableBeluga2,3-shot,1,wibea-dev,M:PRON,27,36,29,0.4286,0.4821,0.4383
stabilityai/StableBeluga2,3-shot,1,wibea-dev,M:PUNCT,718,1031,373,0.4105,0.6581,0.4439
stabilityai/StableBeluga2,3-shot,1,wibea-dev,M:VERB,27,53,29,0.3375,0.4821,0.359
stabilityai/StableBeluga2,3-shot,1,wibea-dev,M:VERB:FORM,18,15,3,0.5455,0.8571,0.5882
stabilityai/StableBeluga2,3-shot,1,wibea-dev,M:VERB:TENSE,23,32,38,0.4182,0.377,0.4093
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:ADJ,19,78,61,0.1959,0.2375,0.203
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:ADJ:FORM,12,3,4,0.8,0.75,0.7895
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:ADV,11,38,47,0.2245,0.1897,0.2165
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:CONJ,1,6,7,0.1429,0.125,0.1389
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:CONTR,10,22,10,0.3125,0.5,0.3378
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:DET,71,125,91,0.3622,0.4383,0.3753
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:MORPH,113,208,68,0.352,0.6243,0.3857
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:NOUN,72,174,207,0.2927,0.2581,0.285
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:NOUN:INFL,10,0,1,1.0,0.9091,0.9804
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:NOUN:NUM,188,141,81,0.5714,0.6989,0.5931
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:NOUN:POSS,19,20,9,0.4872,0.6786,0.5163
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:ORTH,236,192,88,0.5514,0.7284,0.5796
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:OTHER,234,652,514,0.2641,0.3128,0.2726
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:PART,22,19,21,0.5366,0.5116,0.5314
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:PREP,226,246,279,0.4788,0.4475,0.4722
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:PRON,26,84,31,0.2364,0.4561,0.2616
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:PUNCT,131,148,163,0.4695,0.4456,0.4645
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:SPELL,350,119,52,0.7463,0.8706,0.7682
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:VERB,63,147,270,0.3,0.1892,0.2685
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:VERB:FORM,124,172,82,0.4189,0.6019,0.446
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:VERB:INFL,5,3,1,0.625,0.8333,0.6579
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:VERB:SVA,114,78,32,0.5938,0.7808,0.6236
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:VERB:TENSE,149,136,221,0.5228,0.4027,0.4934
stabilityai/StableBeluga2,3-shot,1,wibea-dev,R:WO,31,67,57,0.3163,0.3523,0.3229
stabilityai/StableBeluga2,3-shot,1,wibea-dev,U:ADJ,4,3,10,0.5714,0.2857,0.4762
stabilityai/StableBeluga2,3-shot,1,wibea-dev,U:ADV,8,39,33,0.1702,0.1951,0.1747
stabilityai/StableBeluga2,3-shot,1,wibea-dev,U:CONJ,2,28,7,0.0667,0.2222,0.0775
stabilityai/StableBeluga2,3-shot,1,wibea-dev,U:CONTR,4,3,4,0.5714,0.5,0.5556
stabilityai/StableBeluga2,3-shot,1,wibea-dev,U:DET,149,136,109,0.5228,0.5775,0.5329
stabilityai/StableBeluga2,3-shot,1,wibea-dev,U:NOUN,11,38,37,0.2245,0.2292,0.2254
stabilityai/StableBeluga2,3-shot,1,wibea-dev,U:NOUN:POSS,4,1,4,0.8,0.5,0.7143
stabilityai/StableBeluga2,3-shot,1,wibea-dev,U:OTHER,21,478,64,0.0421,0.2471,0.0505
stabilityai/StableBeluga2,3-shot,1,wibea-dev,U:PART,3,6,6,0.3333,0.3333,0.3333
stabilityai/StableBeluga2,3-shot,1,wibea-dev,U:PREP,47,87,49,0.3507,0.4896,0.3718
stabilityai/StableBeluga2,3-shot,1,wibea-dev,U:PRON,23,32,21,0.4182,0.5227,0.4356
stabilityai/StableBeluga2,3-shot,1,wibea-dev,U:PUNCT,50,130,47,0.2778,0.5155,0.306
stabilityai/StableBeluga2,3-shot,1,wibea-dev,U:VERB,19,26,25,0.4222,0.4318,0.4241
stabilityai/StableBeluga2,3-shot,1,wibea-dev,U:VERB:FORM,4,17,5,0.1905,0.4444,0.2151
stabilityai/StableBeluga2,3-shot,1,wibea-dev,U:VERB:TENSE,20,21,23,0.4878,0.4651,0.4831
stabilityai/StableBeluga2,3-shot,2,wibea-dev,M:ADJ,3,16,16,0.1579,0.1579,0.1579
stabilityai/StableBeluga2,3-shot,2,wibea-dev,M:ADV,8,45,24,0.1509,0.25,0.1639
stabilityai/StableBeluga2,3-shot,2,wibea-dev,M:CONJ,7,60,16,0.1045,0.3043,0.1203
stabilityai/StableBeluga2,3-shot,2,wibea-dev,M:CONTR,0,1,2,0.0,0.0,0.0
stabilityai/StableBeluga2,3-shot,2,wibea-dev,M:DET,220,128,144,0.6322,0.6044,0.6264
stabilityai/StableBeluga2,3-shot,2,wibea-dev,M:NOUN,7,46,39,0.1321,0.1522,0.1357
stabilityai/StableBeluga2,3-shot,2,wibea-dev,M:NOUN:POSS,12,8,12,0.6,0.5,0.5769
stabilityai/StableBeluga2,3-shot,2,wibea-dev,M:OTHER,26,652,132,0.0383,0.1646,0.0453
stabilityai/StableBeluga2,3-shot,2,wibea-dev,M:PART,4,6,7,0.4,0.3636,0.3922
stabilityai/StableBeluga2,3-shot,2,wibea-dev,M:PREP,74,121,70,0.3795,0.5139,0.4004
stabilityai/StableBeluga2,3-shot,2,wibea-dev,M:PRON,22,28,34,0.44,0.3929,0.4297
stabilityai/StableBeluga2,3-shot,2,wibea-dev,M:PUNCT,714,1007,377,0.4149,0.6544,0.4476
stabilityai/StableBeluga2,3-shot,2,wibea-dev,M:VERB,25,48,31,0.3425,0.4464,0.3592
stabilityai/StableBeluga2,3-shot,2,wibea-dev,M:VERB:FORM,19,13,2,0.5938,0.9048,0.6376
stabilityai/StableBeluga2,3-shot,2,wibea-dev,M:VERB:TENSE,22,33,39,0.4,0.3607,0.3915
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:ADJ,20,71,60,0.2198,0.25,0.2252
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:ADJ:FORM,13,5,3,0.7222,0.8125,0.7386
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:ADV,8,42,50,0.16,0.1379,0.155
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:CONJ,0,8,8,0.0,0.0,0.0
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:CONTR,10,24,10,0.2941,0.5,0.3205
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:DET,72,131,90,0.3547,0.4444,0.3696
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:MORPH,111,199,70,0.3581,0.6133,0.3906
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:NOUN,67,173,212,0.2792,0.2401,0.2704
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:NOUN:INFL,10,1,1,0.9091,0.9091,0.9091
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:NOUN:NUM,187,147,82,0.5599,0.6952,0.5826
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:NOUN:POSS,20,19,8,0.5128,0.7143,0.5435
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:ORTH,226,160,98,0.5855,0.6975,0.6049
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:OTHER,236,650,512,0.2664,0.3155,0.2749
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:PART,24,27,19,0.4706,0.5581,0.4858
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:PREP,234,279,271,0.4561,0.4634,0.4576
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:PRON,27,92,30,0.2269,0.4737,0.2533
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:PUNCT,106,148,188,0.4173,0.3605,0.4046
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:SPELL,354,115,48,0.7548,0.8806,0.777
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:VERB,63,169,270,0.2716,0.1892,0.2498
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:VERB:FORM,129,185,77,0.4108,0.6262,0.4412
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:VERB:INFL,5,3,1,0.625,0.8333,0.6579
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:VERB:SVA,116,78,30,0.5979,0.7945,0.6291
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:VERB:TENSE,161,144,209,0.5279,0.4351,0.5063
stabilityai/StableBeluga2,3-shot,2,wibea-dev,R:WO,30,74,58,0.2885,0.3409,0.2976
stabilityai/StableBeluga2,3-shot,2,wibea-dev,U:ADJ,4,4,10,0.5,0.2857,0.4348
stabilityai/StableBeluga2,3-shot,2,wibea-dev,U:ADV,10,39,31,0.2041,0.2439,0.211
stabilityai/StableBeluga2,3-shot,2,wibea-dev,U:CONJ,3,27,6,0.1,0.3333,0.1163
stabilityai/StableBeluga2,3-shot,2,wibea-dev,U:CONTR,6,3,2,0.6667,0.75,0.6818
stabilityai/StableBeluga2,3-shot,2,wibea-dev,U:DET,148,138,110,0.5175,0.5736,0.5278
stabilityai/StableBeluga2,3-shot,2,wibea-dev,U:NOUN,12,42,36,0.2222,0.25,0.2273
stabilityai/StableBeluga2,3-shot,2,wibea-dev,U:NOUN:POSS,4,1,4,0.8,0.5,0.7143
stabilityai/StableBeluga2,3-shot,2,wibea-dev,U:OTHER,24,474,61,0.0482,0.2824,0.0578
stabilityai/StableBeluga2,3-shot,2,wibea-dev,U:PART,3,6,6,0.3333,0.3333,0.3333
stabilityai/StableBeluga2,3-shot,2,wibea-dev,U:PREP,50,95,46,0.3448,0.5208,0.3698
stabilityai/StableBeluga2,3-shot,2,wibea-dev,U:PRON,26,47,18,0.3562,0.5909,0.3869
stabilityai/StableBeluga2,3-shot,2,wibea-dev,U:PUNCT,47,115,50,0.2901,0.4845,0.3154
stabilityai/StableBeluga2,3-shot,2,wibea-dev,U:VERB,18,25,26,0.4186,0.4091,0.4167
stabilityai/StableBeluga2,3-shot,2,wibea-dev,U:VERB:FORM,4,21,5,0.16,0.4444,0.1835
stabilityai/StableBeluga2,3-shot,2,wibea-dev,U:VERB:TENSE,18,29,25,0.383,0.4186,0.3896
stabilityai/StableBeluga2,3-shot,3,wibea-dev,M:ADJ,4,18,15,0.1818,0.2105,0.1869
stabilityai/StableBeluga2,3-shot,3,wibea-dev,M:ADV,9,42,23,0.1765,0.2812,0.1907
stabilityai/StableBeluga2,3-shot,3,wibea-dev,M:CONJ,7,62,16,0.1014,0.3043,0.1171
stabilityai/StableBeluga2,3-shot,3,wibea-dev,M:CONTR,0,0,2,1.0,0.0,0.0
stabilityai/StableBeluga2,3-shot,3,wibea-dev,M:DET,230,126,134,0.6461,0.6319,0.6432
stabilityai/StableBeluga2,3-shot,3,wibea-dev,M:NOUN,6,42,40,0.125,0.1304,0.1261
stabilityai/StableBeluga2,3-shot,3,wibea-dev,M:NOUN:POSS,12,8,12,0.6,0.5,0.5769
stabilityai/StableBeluga2,3-shot,3,wibea-dev,M:OTHER,27,321,131,0.0776,0.1709,0.0871
stabilityai/StableBeluga2,3-shot,3,wibea-dev,M:PART,4,7,7,0.3636,0.3636,0.3636
stabilityai/StableBeluga2,3-shot,3,wibea-dev,M:PREP,76,129,68,0.3707,0.5278,0.3942
stabilityai/StableBeluga2,3-shot,3,wibea-dev,M:PRON,25,32,31,0.4386,0.4464,0.4401
stabilityai/StableBeluga2,3-shot,3,wibea-dev,M:PUNCT,702,973,389,0.4191,0.6434,0.4505
stabilityai/StableBeluga2,3-shot,3,wibea-dev,M:VERB,26,52,30,0.3333,0.4643,0.3533
stabilityai/StableBeluga2,3-shot,3,wibea-dev,M:VERB:FORM,19,12,2,0.6129,0.9048,0.6552
stabilityai/StableBeluga2,3-shot,3,wibea-dev,M:VERB:TENSE,24,29,37,0.4528,0.3934,0.4396
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:ADJ,21,60,59,0.2593,0.2625,0.2599
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:ADJ:FORM,12,4,4,0.75,0.75,0.75
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:ADV,11,38,47,0.2245,0.1897,0.2165
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:CONJ,1,6,7,0.1429,0.125,0.1389
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:CONTR,10,26,10,0.2778,0.5,0.3049
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:DET,71,130,91,0.3532,0.4383,0.3675
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:MORPH,109,194,72,0.3597,0.6022,0.3912
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:NOUN,71,146,208,0.3272,0.2545,0.3095
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:NOUN:INFL,10,0,1,1.0,0.9091,0.9804
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:NOUN:NUM,190,133,79,0.5882,0.7063,0.6086
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:NOUN:POSS,19,20,9,0.4872,0.6786,0.5163
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:ORTH,223,148,101,0.6011,0.6883,0.6167
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:OTHER,238,640,510,0.2711,0.3182,0.2793
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:PART,22,21,21,0.5116,0.5116,0.5116
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:PREP,232,259,273,0.4725,0.4594,0.4698
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:PRON,28,88,29,0.2414,0.4912,0.2687
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:PUNCT,110,143,184,0.4348,0.3741,0.4211
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:SPELL,351,111,51,0.7597,0.8731,0.78
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:VERB,64,152,269,0.2963,0.1922,0.2673
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:VERB:FORM,126,163,80,0.436,0.6117,0.4626
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:VERB:INFL,5,2,1,0.7143,0.8333,0.7353
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:VERB:SVA,113,81,33,0.5825,0.774,0.6128
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:VERB:TENSE,158,135,212,0.5392,0.427,0.5123
stabilityai/StableBeluga2,3-shot,3,wibea-dev,R:WO,28,74,60,0.2745,0.3182,0.2823
stabilityai/StableBeluga2,3-shot,3,wibea-dev,U:ADJ,4,3,10,0.5714,0.2857,0.4762
stabilityai/StableBeluga2,3-shot,3,wibea-dev,U:ADV,9,33,32,0.2143,0.2195,0.2153
stabilityai/StableBeluga2,3-shot,3,wibea-dev,U:CONJ,3,22,6,0.12,0.3333,0.1376
stabilityai/StableBeluga2,3-shot,3,wibea-dev,U:CONTR,5,4,3,0.5556,0.625,0.5682
stabilityai/StableBeluga2,3-shot,3,wibea-dev,U:DET,151,142,107,0.5154,0.5853,0.528
stabilityai/StableBeluga2,3-shot,3,wibea-dev,U:NOUN,11,51,37,0.1774,0.2292,0.1858
stabilityai/StableBeluga2,3-shot,3,wibea-dev,U:NOUN:POSS,4,1,4,0.8,0.5,0.7143
stabilityai/StableBeluga2,3-shot,3,wibea-dev,U:OTHER,23,772,62,0.0289,0.2706,0.0352
stabilityai/StableBeluga2,3-shot,3,wibea-dev,U:PART,3,6,6,0.3333,0.3333,0.3333
stabilityai/StableBeluga2,3-shot,3,wibea-dev,U:PREP,50,92,46,0.3521,0.5208,0.3765
stabilityai/StableBeluga2,3-shot,3,wibea-dev,U:PRON,25,40,19,0.3846,0.5682,0.4112
stabilityai/StableBeluga2,3-shot,3,wibea-dev,U:PUNCT,47,117,50,0.2866,0.4845,0.3121
stabilityai/StableBeluga2,3-shot,3,wibea-dev,U:VERB,18,28,26,0.3913,0.4091,0.3947
stabilityai/StableBeluga2,3-shot,3,wibea-dev,U:VERB:FORM,4,17,5,0.1905,0.4444,0.2151
stabilityai/StableBeluga2,3-shot,3,wibea-dev,U:VERB:TENSE,22,27,21,0.449,0.5116,0.4603
stabilityai/StableBeluga2,4-shot,1,wibea-dev,M:ADJ,5,14,14,0.2632,0.2632,0.2632
stabilityai/StableBeluga2,4-shot,1,wibea-dev,M:ADV,8,34,24,0.1905,0.25,0.2
stabilityai/StableBeluga2,4-shot,1,wibea-dev,M:CONJ,8,56,15,0.125,0.3478,0.1434
stabilityai/StableBeluga2,4-shot,1,wibea-dev,M:CONTR,0,0,2,1.0,0.0,0.0
stabilityai/StableBeluga2,4-shot,1,wibea-dev,M:DET,230,118,134,0.6609,0.6319,0.6549
stabilityai/StableBeluga2,4-shot,1,wibea-dev,M:NOUN,4,38,42,0.0952,0.087,0.0935
stabilityai/StableBeluga2,4-shot,1,wibea-dev,M:NOUN:POSS,14,9,10,0.6087,0.5833,0.6034
stabilityai/StableBeluga2,4-shot,1,wibea-dev,M:OTHER,28,241,130,0.1041,0.1772,0.1135
stabilityai/StableBeluga2,4-shot,1,wibea-dev,M:PART,4,6,7,0.4,0.3636,0.3922
stabilityai/StableBeluga2,4-shot,1,wibea-dev,M:PREP,79,112,65,0.4136,0.5486,0.435
stabilityai/StableBeluga2,4-shot,1,wibea-dev,M:PRON,26,32,30,0.4483,0.4643,0.4514
stabilityai/StableBeluga2,4-shot,1,wibea-dev,M:PUNCT,729,1008,362,0.4197,0.6682,0.4534
stabilityai/StableBeluga2,4-shot,1,wibea-dev,M:VERB,29,44,27,0.3973,0.5179,0.4167
stabilityai/StableBeluga2,4-shot,1,wibea-dev,M:VERB:FORM,19,14,2,0.5758,0.9048,0.6209
stabilityai/StableBeluga2,4-shot,1,wibea-dev,M:VERB:TENSE,22,27,39,0.449,0.3607,0.428
stabilityai/StableBeluga2,4-shot,1,wibea-dev,R:ADJ,21,68,59,0.236,0.2625,0.2408
stabilityai/StableBeluga2,4-shot,1,wibea-dev,R:ADJ:FORM,11,2,5,0.8462,0.6875,0.8088
stabilityai/StableBeluga2,4-shot,1,wibea-dev,R:ADV,9,34,49,0.2093,0.1552,0.1957
stabilityai/StableBeluga2,4-shot,1,wibea-dev,R:CONJ,1,6,7,0.1429,0.125,0.1389
stabilityai/StableBeluga2,4-shot,1,wibea-dev,R:CONTR,11,17,9,0.3929,0.55,0.4167
stabilityai/StableBeluga2,4-shot,1,wibea-dev,R:DET,67,101,95,0.3988,0.4136,0.4017
stabilityai/StableBeluga2,4-shot,1,wibea-dev,R:MORPH,110,194,71,0.3618,0.6077,0.3937
stabilityai/StableBeluga2,4-shot,1,wibea-dev,R:NOUN,66,156,213,0.2973,0.2366,0.2828
stabilityai/StableBeluga2,4-shot,1,wibea-dev,R:NOUN:INFL,9,1,2,0.9,0.8182,0.8824
stabilityai/StableBeluga2,4-shot,1,wibea-dev,R:NOUN:NUM,185,130,84,0.5873,0.6877,0.605
